loan_id,customer_id,loan_type,principal_amount,interest_rate,tenor_months,disbursement_date,days_past_due,loan_status
LN001432,CUST00931,Education,174604.6,20.31,48.0,2026-05-09,0,Closed
LN001433,CUST00735,Education,249284.16,16.68,48.0,2024-01-14,27,Active
LN001434,CUST00012,Personal,11322.46,16.9,12.0,2025-05-20,42,Active
LN001435,CUST00936,Auto,679273.58,12.33,6.0,2024-06-08,0,Active
LN001436,CUST01130,Education,143295.27,9.55,6.0,2025-08-18,13,Active
LN001437,CUST00978,Personal,667420.41,21.71,36.0,2024-12-24,0,Active
LN001438,CUST00751,Education,661841.23,17.13,6.0,2026-01-17,0,Active
LN001439,CUST01036,Education,36774.73,20.48,60.0,2026-05-30,0,Active
LN001440,CUST00037,Business,42484.74,12.52,6.0,2026-04-12,0,Active
LN001441,CUST00352,Home,122607.79,15.61,12.0,2024-02-05,46,Active
LN001442,CUST00574,Business,59426.53,21.86,6.0,2026-04-03,0,Active
LN001443,CUST00927,Business,25107.95,21.31,12.0,2026-03-01,0,Active
LN001444,CUST00013,Home,708691.17,17.99,6.0,2026-03-26,81,Active
LN001445,CUST00003,Business,14655.42,18.47,60.0,2025-12-01,64,Active
LN001446,CUST00090,Business,14685.97,20.13,12.0,2025-05-26,0,Active
LN001447,CUST00882,Personal,20853.9,11.66,48.0,2025-07-15,0,Active
LN001448,CUST01033,Education,34440.61,15.7,18.0,2024-03-19,23,Active
LN001449,CUST00960,Education,566091.13,15.11,36.0,2024-10-02,0,Active
LN001450,CUST00968,Personal,86634.91,14.86,60.0,2025-04-04,86,Active
LN001451,CUST00637,Personal,19819.46,9.07,12.0,2026-03-09,0,Active
LN001452,CUST00826,Personal,84518.37,18.77,12.0,2024-06-30,0,Active
LN001453,CUST00897,Auto,1143063.45,20.32,60.0,2024-12-12,0,Active
LN001454,CUST01118,Business,626538.89,19.97,48.0,2026-04-23,0,Active
LN001455,CUST00614,Education,27196.14,16.32,12.0,2025-01-02,0,Active
LN001456,CUST00611,Personal,1095953.12,17.05,36.0,2026-01-11,0,Closed
LN001457,CUST00806,Home,784382.64,9.56,36.0,2025-02-27,0,Active
LN001458,CUST00020,Home,31496.46,9.7,36.0,2026-04-28,71,Active
LN001459,CUST00209,Personal,76027.8,16.08,6.0,2026-02-19,0,Active
LN001460,CUST00292,Business,491689.19,21.67,18.0,2024-02-28,2,Active
LN001461,CUST00760,Home,57213.67,8.83,60.0,2025-07-14,3,Active
LN001463,CUST00104,Home,41124.79,11.87,6.0,2025-07-09,0,Active
LN001464,CUST00532,Home,875146.08,13.96,36.0,2024-08-22,0,Active
LN001465,CUST00392,Education,67269.49,21.6,36.0,2025-02-12,0,Active
LN001466,CUST00473,Personal,24088.33,14.53,60.0,2024-04-23,0,Active
LN001467,CUST00623,Education,26836.5,15.84,12.0,2026-05-20,0,Active
LN001468,CUST00094,Home,8865.97,18.14,48.0,2024-09-13,0,Active
LN001469,CUST00690,Education,22566.94,14.11,12.0,2024-09-08,0,Active
LN001470,CUST00301,Personal,80993.07,12.68,24.0,2025-05-27,0,Active
LN001471,CUST00040,Education,849073.62,14.71,24.0,2024-10-25,0,Active
LN001472,CUST00495,Auto,370890.69,20.61,18.0,2025-01-05,7,Active
LN001473,CUST00768,Business,47391.87,10.22,6.0,2026-05-11,0,Active
LN001474,CUST00447,Personal,103104.17,17.2,18.0,2024-08-22,0,Active
LN001475,CUST00377,Education,893345.22,11.96,24.0,2026-02-13,0,Active
LN001476,CUST00307,Home,104607.63,14.4,12.0,2024-03-15,0,Closed
LN001477,CUST00864,Auto,44210.01,21.99,18.0,2026-04-15,0,Active
LN001478,CUST00498,Personal,99009.16,11.97,24.0,2025-12-28,0,Active
LN001479,CUST00686,Education,535641.59,13.47,60.0,2025-06-24,18,Active
LN001480,CUST00868,Personal,552711.24,17.29,24.0,2025-12-12,0,Active
LN001481,CUST00018,Home,41805.69,9.02,24.0,2026-01-08,0,Active
LN001482,CUST00259,Personal,133203.63,15.21,6.0,2025-03-03,57,Active
LN001483,CUST00884,Education,44219.83,14.53,6.0,2025-12-11,6,Closed
LN001484,CUST01174,Home,295157.84,15.2,6.0,2024-05-22,14,Active
LN001485,CUST00681,Education,23940.34,21.48,6.0,2024-11-15,79,Active
LN001486,CUST00193,Personal,997851.83,13.86,36.0,2024-11-09,25,Active
LN001487,CUST00443,Education,63790.2,9.56,24.0,2024-11-18,77,Active
LN001488,CUST00680,Personal,1042833.59,17.53,48.0,2026-04-08,126,Active
LN001489,CUST01129,Education,90574.16,10.25,18.0,2024-09-10,0,Active
LN001490,CUST00122,Home,1143697.59,12.91,18.0,2026-03-03,0,Active
LN001491,CUST01075,Business,42661.75,21.94,6.0,2026-02-09,183,Written Off
LN001492,CUST00027,Auto,22933.92,19.58,48.0,2026-04-26,161,Active
LN001493,CUST00899,Auto,401171.64,9.26,60.0,2025-05-30,4,Active
LN001494,CUST00268,Home,30215.69,18.34,24.0,2026-02-26,74,Active
LN001495,CUST00706,Auto,31341.89,15.89,36.0,2024-03-11,75,Active
LN001496,CUST01101,Personal,103262.83,10.11,60.0,2026-01-17,21,Active
LN001497,CUST00152,Education,675207.83,17.97,24.0,2025-07-31,0,Active
LN001498,CUST00060,Education,518524.41,13.81,60.0,2025-09-21,33,Active
LN001499,CUST00416,Personal,44943.51,21.85,24.0,2025-03-29,0,Active
LN001500,CUST00806,Business,199019.06,11.91,6.0,2024-04-21,0,Active
LN001501,CUST00742,Education,889133.5,14.02,18.0,2026-04-01,0,Active
LN001502,CUST00884,Home,638097.52,14.57,48.0,2025-11-12,7,Active
LN001503,CUST00772,Auto,44522.19,19.44,12.0,2025-02-22,43,Active
LN001504,CUST00301,Business,846981.21,18.23,60.0,2025-10-23,30,Active
LN001505,CUST00546,Education,46394.19,9.24,6.0,2025-12-29,51,Active
LN001506,CUST00201,Auto,21522.63,15.82,24.0,2024-09-02,24,Active
LN001507,CUST00779,Education,933629.5,10.78,12.0,2025-10-19,0,Active
LN001508,CUST00944,Personal,95503.59,18.02,48.0,2025-05-23,0,Active
LN001509,CUST00072,Personal,5057.8,10.12,6.0,2025-09-28,12,Active
LN001510,CUST00547,Business,858886.38,18.36,60.0,2025-02-08,79,Active
LN001511,CUST00550,Home,13640.73,19.84,48.0,2024-04-02,72,Active
LN001512,CUST00555,Education,1089500.09,21.87,48.0,2025-05-02,43,Active
LN001514,CUST00628,Home,31110.28,20.7,60.0,2026-03-04,0,Active
LN001515,CUST00781,Business,853766.67,16.93,60.0,2025-07-27,0,Active
LN001516,CUST00280,Education,63738.55,10.91,60.0,2025-05-21,159,Active
LN001517,CUST00543,Auto,16037.57,14.55,36.0,2024-11-21,0,Active
LN001518,CUST00649,Personal,931640.22,14.41,48.0,2025-10-26,0,Active
LN001519,CUST00038,Personal,131934.34,17.82,48.0,2024-12-02,0,Active
LN001520,CUST00163,Business,833136.85,14.45,36.0,2024-05-15,0,Active
LN001521,CUST00573,Education,26987.22,16.64,24.0,2025-12-03,39,Active
LN001522,CUST00231,Auto,1182777.16,9.09,48.0,2025-11-15,60,Active
LN001523,CUST00303,Business,62460.85,8.82,24.0,2025-03-03,0,Active
LN001524,CUST00007,Personal,78503.15,12.05,6.0,2025-08-20,81,Active
LN001525,CUST00129,Education,41413.31,11.2,18.0,2025-05-21,2,Closed
LN001526,CUST00263,Home,61546.63,10.49,12.0,2025-07-20,0,Active
LN001527,CUST00465,Personal,38858.42,18.67,60.0,2024-06-23,37,Active
LN001528,CUST00337,Auto,113122.29,17.17,6.0,2025-11-10,0,Active
LN001529,CUST00055,Education,40004.5,15.25,12.0,2024-08-10,28,Active
LN001530,CUST00722,Auto,33926.09,17.85,12.0,2024-07-02,0,Active
LN001531,CUST00390,Auto,39639.75,16.08,36.0,2024-09-22,0,Active
LN001532,CUST00455,Auto,704202.71,16.3,12.0,2025-10-14,0,Closed
LN001533,CUST00101,Education,8310.35,9.22,6.0,2025-02-16,0,Active
LN001534,CUST00325,Personal,141881.54,15.01,6.0,2025-05-07,0,Active
LN001535,CUST01134,Education,32175.47,12.71,48.0,2024-11-07,6,Active
LN001536,CUST00891,Education,8256.08,20.39,18.0,2024-04-12,55,Active
LN001537,CUST00298,Auto,53366.02,17.65,48.0,2025-10-23,0,Active
LN001538,CUST00599,Education,874010.92,12.24,18.0,2025-12-26,235,Written Off
LN001539,CUST00378,Business,149568.83,13.3,18.0,2024-05-11,0,Active
LN001540,CUST00762,Auto,29938.16,18.79,24.0,2026-04-12,51,Active
LN001541,CUST00235,Business,6504.19,13.45,18.0,2026-04-06,16,Active
LN001542,CUST00470,Personal,8256.94,21.38,60.0,2025-07-24,11,Active
LN001543,CUST00358,Education,1118423.16,21.8,6.0,2024-07-25,52,Active
LN001544,CUST00791,Home,92027.59,18.6,48.0,2025-07-15,32,Active
LN001545,CUST00138,Home,296706.6,14.23,24.0,2026-03-05,0,Active
LN001546,CUST00035,Education,28735.54,10.41,6.0,2024-07-15,19,Active
LN001547,CUST00379,Personal,20102.64,17.06,60.0,2025-01-29,31,Active
LN001548,CUST01017,Personal,138900.14,9.56,48.0,2026-01-13,0,Closed
LN001549,CUST00827,Business,322128.31,12.57,36.0,2024-12-04,0,Active
LN001550,CUST01005,Education,779402.07,18.51,6.0,2025-10-08,138,Active
LN001551,CUST00695,Education,12122.74,17.79,36.0,2024-10-19,21,Active
LN001552,CUST01171,Auto,16124.27,18.6,18.0,2024-06-22,0,Closed
LN001553,CUST01050,Education,45131.91,11.15,60.0,2024-05-20,6,Active
LN001554,CUST00721,Business,99799.97,18.13,18.0,2024-03-30,39,Active
LN001555,CUST00983,Personal,105725.02,13.6,6.0,2024-06-03,0,Active
LN001556,CUST00892,Education,904973.96,18.07,18.0,2025-04-17,0,Active
LN001557,CUST00413,Personal,490660.14,8.85,24.0,2025-06-11,0,Active
LN001558,CUST00452,Education,993469.8,15.5,6.0,2025-11-10,9,Active
LN001559,CUST00226,Home,44564.2,8.68,48.0,2024-10-30,0,Active
LN001560,CUST00955,Home,20387.05,20.98,12.0,2026-05-24,0,Active
LN001561,CUST00614,Home,23170.83,11.46,60.0,2026-03-13,30,Active
LN001562,CUST00806,Business,834877.21,8.51,24.0,2025-08-17,0,Active
LN001563,CUST00599,Home,15511.12,12.06,18.0,2025-10-18,56,Active
LN001564,CUST00501,Home,49385.75,12.76,60.0,2025-09-26,0,Active
LN001565,CUST00541,Education,34989.14,20.04,60.0,2024-12-10,0,Active
LN001566,CUST00977,Education,15039.05,9.26,36.0,2025-10-21,29,Active
LN001567,CUST00213,Business,33441.34,15.47,36.0,2024-04-14,0,Active
LN001568,CUST00670,Auto,1137564.17,16.15,18.0,2024-12-17,0,Active
LN001569,CUST00271,Personal,66075.12,18.32,12.0,2026-04-24,0,Active
LN001570,CUST00304,Education,47484.27,13.04,12.0,2024-09-14,0,Closed
LN001571,CUST00236,Business,92890.28,14.08,60.0,2024-05-11,0,Active
LN001572,CUST00678,Business,12122.88,14.65,48.0,2025-06-21,233,Written Off
LN001573,CUST00448,Home,98740.9,20.23,48.0,2025-09-07,7,Active
LN001574,CUST00457,Personal,8025.83,14.77,18.0,2024-11-15,70,Active
LN001575,CUST00278,Home,126695.66,15.17,12.0,2025-09-20,0,Active
LN001576,CUST00476,Education,18644.88,17.92,48.0,2025-02-25,0,Active
LN001577,CUST01107,Home,122733.79,14.19,36.0,2026-04-29,29,Active
LN001578,CUST00103,Personal,73367.96,11.16,48.0,2024-02-28,16,Active
LN001579,CUST00077,Home,358037.28,16.97,60.0,2025-11-01,0,Active
LN001580,CUST00335,Education,61128.8,13.17,36.0,2024-02-18,74,Active
LN001581,CUST00327,Education,66519.35,8.93,12.0,2025-11-08,150,Closed
LN001582,CUST00221,Auto,142223.38,15.84,6.0,2025-11-04,0,Active
LN001583,CUST00252,Business,34125.0,9.1,60.0,2025-03-20,0,Active
LN001584,CUST00712,Personal,630091.94,20.49,48.0,2025-09-19,0,Active
LN001585,CUST00473,Home,14452.13,13.82,36.0,2024-10-14,36,Active
LN001586,CUST00270,Home,61158.32,15.3,36.0,2026-01-22,0,Active
LN001587,CUST00034,Auto,124213.54,19.96,48.0,2025-02-21,82,Active
LN001588,CUST00848,Business,664977.13,20.45,36.0,2024-07-25,4,Active
LN001589,CUST00534,Education,382204.99,19.34,36.0,2026-02-13,66,Active
LN001590,CUST01100,Business,1191696.8,19.25,60.0,2025-12-26,11,Active
LN001591,CUST00083,Home,44629.28,14.07,48.0,2024-03-23,0,Active
LN001592,CUST00302,Auto,89874.19,11.8,12.0,2025-01-20,0,Active
LN001593,CUST00177,Business,108475.8,14.05,36.0,2026-01-30,101,Active
LN001594,CUST00103,Personal,13030.28,9.57,24.0,2026-03-18,46,Active
LN001595,CUST00310,Education,423699.7,20.16,36.0,2026-02-15,23,Active
LN001596,CUST00225,Auto,327275.29,18.88,12.0,2026-02-17,0,Active
LN001597,CUST00931,Home,97573.99,10.15,6.0,2025-12-16,35,Active
LN001598,CUST00534,Auto,21170.25,14.92,24.0,2024-08-09,84,Active
LN001599,CUST00594,Personal,823056.36,10.71,24.0,2025-07-27,0,Active
LN001600,CUST00025,Auto,297912.03,18.34,6.0,2025-02-11,0,Active
LN001601,CUST00147,Home,47759.5,9.35,60.0,2024-04-08,0,Active
LN001602,CUST00814,Auto,209989.36,15.65,48.0,2024-08-21,0,Active
LN001603,CUST00927,Auto,1023152.62,9.02,18.0,2025-02-01,0,Active
LN001604,CUST00716,Education,10804.05,14.82,12.0,2026-03-08,0,Active
LN001605,CUST00586,Business,97779.79,8.94,18.0,2026-03-20,0,Active
LN001606,CUST00824,Business,74643.6,17.1,12.0,2025-03-12,26,Active
LN001607,CUST00369,Personal,41012.9,10.58,24.0,2025-03-17,0,Active
LN001608,CUST00199,Personal,139824.47,18.07,48.0,2025-11-04,0,Active
LN001609,CUST00460,Personal,35973.18,11.47,6.0,2025-12-23,0,Active
LN001610,CUST00607,Home,40277.86,14.62,6.0,2024-07-23,0,Active
LN001611,CUST00611,Education,122984.69,11.58,60.0,2026-02-15,0,Active
LN001612,CUST00626,Personal,55621.53,12.19,60.0,2024-01-26,0,Active
LN001613,CUST00906,Auto,45879.69,9.91,24.0,2024-12-11,47,Active
LN001614,CUST00818,Personal,9308.94,20.95,60.0,2025-07-18,24,Active
LN001615,CUST00894,Auto,93901.39,11.97,6.0,2025-11-30,0,Active
LN001616,CUST01090,Home,110156.28,14.55,6.0,2024-03-09,17,Active
LN001617,CUST00185,Auto,382299.71,18.93,24.0,2024-09-10,44,Active
LN001618,CUST01079,Education,81517.71,20.57,12.0,2024-08-03,4,Active
LN001619,CUST00840,Auto,84722.99,14.04,48.0,2024-05-07,2,Closed
LN001620,CUST00397,Personal,42179.78,11.57,12.0,2025-04-22,0,Active
LN001621,CUST01085,Personal,88176.72,17.17,48.0,2024-11-15,78,Active
LN001622,CUST01157,Business,40747.29,9.84,6.0,2026-03-30,0,Active
LN001623,CUST00500,Education,55279.58,21.64,60.0,2025-12-02,143,Active
LN001624,CUST00418,Business,147365.46,18.02,24.0,2024-02-18,63,Active
LN001625,CUST00825,Personal,78628.25,8.92,24.0,2025-04-20,0,Active
LN001626,CUST00389,Auto,133125.57,10.87,36.0,2024-07-22,0,Active
LN001627,CUST01041,Auto,41061.72,13.87,18.0,2025-10-15,0,Active
LN001628,CUST00041,Business,396208.21,15.95,24.0,2025-01-24,0,Closed
LN001629,CUST00343,Education,102130.73,10.79,36.0,2024-08-20,0,Active
LN001630,CUST00957,Personal,26650.66,13.0,24.0,2025-03-03,0,Active
LN001631,CUST01093,Home,24601.51,14.1,36.0,2025-09-22,0,Active
LN001632,CUST00309,Home,42497.21,11.87,24.0,2025-04-27,27,Active
LN001633,CUST01178,Business,99238.71,15.06,18.0,2026-01-11,0,Active
LN001634,CUST00668,Business,60791.68,9.92,18.0,2024-09-23,1,Active
LN001635,CUST00047,Business,843763.76,18.35,48.0,2025-08-31,0,Active
LN001636,CUST00897,Business,43820.38,14.48,24.0,2024-09-06,0,Closed
LN001637,CUST01020,Education,1174882.25,20.72,18.0,2024-11-06,40,Active
LN001638,CUST01033,Business,350604.46,16.39,24.0,2026-02-06,0,Active
LN001639,CUST01191,Personal,22498.32,9.14,36.0,2024-02-25,165,Active
LN001640,CUST00342,Business,13934.43,15.18,36.0,2024-08-15,41,Active
LN001641,CUST00817,Business,116500.33,12.62,6.0,2025-02-17,0,Active
LN001643,CUST00390,Home,12726.95,15.65,6.0,2024-02-29,0,Active
LN001644,CUST00971,Personal,810350.4,17.34,60.0,2024-01-30,14,Active
LN001645,CUST00759,Auto,56828.55,21.1,6.0,2026-04-14,0,Active
LN001646,CUST00729,Home,40026.74,16.72,6.0,2025-11-05,0,Closed
LN001647,CUST01109,Business,35665.73,9.36,18.0,2024-01-19,0,Closed
LN001648,CUST00243,Business,29254.14,12.39,12.0,2025-02-03,56,Closed
LN001649,CUST00252,Home,35635.23,13.55,18.0,2025-10-08,0,Active
LN001650,CUST00992,Business,173312.95,20.93,18.0,2024-07-20,30,Active
LN001651,CUST00774,Auto,61721.61,19.62,60.0,2024-03-17,0,Active
LN001653,CUST00604,Home,554206.66,19.07,6.0,2024-03-11,0,Active
LN001654,CUST00667,Education,282988.67,14.99,12.0,2024-09-28,0,Active
LN001655,CUST00641,Personal,68920.54,17.75,60.0,2025-01-17,164,Active
LN001656,CUST00116,Business,76707.87,19.33,12.0,2024-05-04,0,Active
LN001657,CUST00968,Auto,83230.91,12.39,48.0,2024-03-26,15,Active
LN001658,CUST00505,Home,6814.64,9.78,36.0,2025-06-12,11,Active
LN001659,CUST00710,Home,20882.46,21.94,60.0,2024-06-02,0,Active
LN001660,CUST00919,Personal,57545.3,21.14,18.0,2026-04-06,0,Active
LN001661,CUST00931,Auto,533059.0,13.83,24.0,2025-08-30,51,Active
LN001662,CUST00606,Business,63551.11,12.78,60.0,2024-01-30,0,Active
LN001663,CUST00533,Auto,454061.84,9.39,36.0,2024-01-16,0,Active
LN001664,CUST01086,Personal,44867.59,13.59,6.0,2025-03-27,8,Active
LN001665,CUST00077,Education,10716.51,9.29,36.0,2025-02-01,86,Active
LN001666,CUST00974,Education,59703.75,18.77,18.0,2026-05-23,0,Active
LN001667,CUST00627,Auto,735700.63,15.34,60.0,2025-07-02,84,Active
LN001668,CUST01049,Business,18279.9,18.4,18.0,2026-02-12,7,Active
LN001669,CUST00907,Education,9392.84,20.62,12.0,2025-05-10,49,Active
LN001670,CUST00280,Home,21179.44,10.2,36.0,2024-09-20,81,Active
LN001671,CUST01178,Personal,14134.71,14.6,6.0,2024-03-14,0,Active
LN001672,CUST01089,Home,123603.18,15.9,48.0,2024-01-31,0,Active
LN001673,CUST00589,Business,111355.98,10.56,18.0,2024-08-04,0,Active
LN001674,CUST00938,Auto,6099.21,14.06,24.0,2025-05-18,29,Active
LN001675,CUST01170,Auto,852882.67,16.48,36.0,2024-04-20,84,Active
LN001676,CUST01196,Education,987692.49,21.71,36.0,2024-05-14,22,Active
LN001677,CUST01107,Business,21387.12,20.11,36.0,2024-08-16,75,Closed
LN001678,CUST00538,Home,1180080.96,19.21,6.0,2024-02-22,37,Active
LN001679,CUST01072,Auto,31127.94,8.8,12.0,2026-03-09,7,Active
LN001680,CUST00168,Business,34570.35,13.43,36.0,2025-09-23,33,Active
LN001681,CUST00047,Education,20411.38,9.96,36.0,2024-03-09,6,Active
LN001682,CUST00303,Education,28429.49,18.52,24.0,2025-03-23,0,Active
LN001683,CUST01034,Business,22913.92,8.86,6.0,2024-04-24,94,Active
LN001685,CUST01175,Home,1039661.58,8.74,12.0,2025-07-22,0,Active
LN001686,CUST00672,Education,48624.77,17.86,6.0,2024-03-07,2,Active
LN001687,CUST00945,Home,29219.1,19.86,6.0,2025-04-17,86,Active
LN001688,CUST00901,Home,100300.3,19.69,48.0,2025-10-22,0,Active
LN001689,CUST00124,Home,36890.45,11.4,48.0,2026-05-25,0,Active
LN001690,CUST00752,Auto,13038.3,13.06,24.0,2025-08-07,0,Active
LN001691,CUST01164,Personal,74398.43,12.15,18.0,2025-06-01,0,Active
LN001692,CUST00275,Business,22808.52,12.53,24.0,2025-09-29,0,Closed
LN001693,CUST00775,Auto,934080.47,15.18,18.0,2026-05-28,0,Active
LN001694,CUST00845,Education,37021.06,14.46,6.0,2026-04-27,209,Written Off
LN001695,CUST00614,Personal,1016573.82,20.69,18.0,2024-02-04,122,Closed
LN001696,CUST00439,Business,132349.98,16.86,12.0,2025-09-04,0,Active
LN001697,CUST00531,Personal,40361.38,14.74,24.0,2025-08-28,0,Active
LN001698,CUST01179,Personal,660690.71,19.1,60.0,2024-10-21,0,Active
LN001699,CUST00008,Education,13090.9,14.81,12.0,2025-12-06,0,Active
LN001700,CUST00656,Auto,940635.5,8.94,60.0,2026-02-07,55,Active
LN001701,CUST00253,Personal,828952.19,9.17,12.0,2025-09-02,14,Active
LN001702,CUST00786,Personal,725820.98,12.78,48.0,2024-03-29,0,Active
LN001703,CUST01039,Business,707401.99,10.64,36.0,2025-11-03,0,Active
LN001704,CUST00829,Business,289234.19,14.62,24.0,2024-04-13,0,Active
LN001705,CUST00231,Business,951791.0,19.16,36.0,2025-11-16,138,Active
LN001706,CUST00081,Auto,268754.73,14.4,48.0,2026-03-24,38,Active
LN001707,CUST00946,Home,71595.62,13.74,18.0,2026-05-25,0,Closed
LN001708,CUST00558,Auto,42198.84,14.22,12.0,2024-10-31,0,Active
LN001709,CUST00989,Personal,34830.78,20.01,18.0,2024-09-09,90,Active
LN001710,CUST01143,Business,666089.94,13.0,48.0,2025-12-29,238,Written Off
LN001711,CUST00612,Personal,97356.02,9.71,18.0,2025-11-24,0,Active
LN001712,CUST00221,Personal,40467.19,18.01,36.0,2024-02-04,0,Active
LN001713,CUST00103,Education,622408.42,21.42,12.0,2026-05-20,0,Active
LN001714,CUST00072,Auto,84874.7,15.77,18.0,2024-10-01,0,Active
LN001715,CUST00839,Personal,5167.38,11.76,6.0,2024-10-12,0,Active
LN001716,CUST00280,Personal,548957.95,21.74,36.0,2024-03-06,0,Active
LN001717,CUST00071,Auto,11008.2,9.15,12.0,2025-02-24,0,Active
LN001718,CUST00968,Business,120803.24,10.52,24.0,2024-07-31,0,Active
LN001719,CUST00573,Personal,15262.78,8.66,60.0,2025-04-10,119,Active
LN001720,CUST00013,Auto,474731.52,21.81,18.0,2025-09-12,0,Active
LN001721,CUST00270,Personal,60122.24,16.43,12.0,2025-05-28,1,Active
LN001722,CUST00169,Personal,28325.66,11.83,48.0,2024-05-12,10,Active
LN001723,CUST00770,Auto,33831.96,14.09,12.0,2026-05-09,0,Active
LN001724,CUST00838,Education,55107.6,14.12,24.0,2024-08-03,54,Active
LN001725,CUST00707,Education,30428.25,20.09,36.0,2025-05-30,0,Active
LN001726,CUST00655,Personal,35308.26,10.05,60.0,2024-10-14,0,Active
LN001727,CUST01098,Education,613624.65,10.41,24.0,2025-09-13,0,Active
LN001728,CUST00950,Education,551079.05,12.95,6.0,2026-04-02,0,Active
LN001729,CUST01142,Education,145084.17,19.35,6.0,2024-10-31,0,Active
LN001730,CUST00090,Education,149428.55,15.52,36.0,2025-04-14,85,Active
LN001731,CUST00262,Auto,58341.05,12.31,18.0,2024-03-19,0,Active
LN001732,CUST01033,Education,77667.96,18.02,12.0,2026-02-01,196,Written Off
LN001734,CUST00427,Personal,20392.71,21.08,6.0,2026-05-30,0,Active
LN001735,CUST00826,Personal,954051.49,15.44,36.0,2025-09-29,1,Active
LN001736,CUST00249,Personal,340278.95,10.32,24.0,2026-01-31,0,Active
LN001737,CUST00312,Business,80924.71,21.7,48.0,2026-01-10,0,Active
LN001738,CUST01183,Education,12656.42,12.77,48.0,2025-02-16,0,Closed
LN001739,CUST00169,Home,17628.6,21.63,24.0,2025-03-23,0,Closed
LN001740,CUST01055,Auto,919994.3,16.55,12.0,2024-07-01,0,Active
LN001741,CUST00197,Personal,13348.67,17.3,18.0,2026-03-06,18,Active
LN001743,CUST00490,Personal,1119464.48,19.92,24.0,2025-04-05,0,Active
LN001744,CUST00560,Auto,595608.47,14.26,24.0,2025-03-16,4,Closed
LN001745,CUST00286,Personal,24985.09,19.05,36.0,2024-04-04,5,Active
LN001746,CUST00592,Auto,108405.99,8.74,24.0,2025-12-31,0,Active
LN001747,CUST00279,Home,976716.29,12.87,60.0,2025-10-12,7,Active
LN001748,CUST00931,Personal,37712.57,20.35,18.0,2026-05-24,0,Closed
LN001749,CUST00680,Business,96160.78,17.4,6.0,2024-11-16,81,Active
LN001750,CUST00588,Personal,41137.05,13.54,6.0,2025-04-20,0,Active
LN001751,CUST00111,Auto,70455.79,9.73,36.0,2026-01-22,0,Active
LN001752,CUST00360,Business,104267.19,17.67,36.0,2026-01-22,0,Closed
LN001753,CUST00767,Business,28722.19,19.68,48.0,2025-01-08,0,Active
LN001754,CUST00530,Personal,1092290.0,20.41,48.0,2025-05-07,169,Active
LN001755,CUST00449,Personal,46356.72,20.65,24.0,2025-07-29,0,Closed
LN001756,CUST00420,Auto,22692.67,13.73,24.0,2025-07-20,0,Active
LN001757,CUST01096,Personal,57292.69,9.44,18.0,2025-12-16,5,Active
LN001758,CUST00008,Business,20502.77,9.33,60.0,2025-04-26,13,Active
LN001759,CUST00267,Business,956842.12,11.49,36.0,2026-03-15,74,Active
LN001760,CUST00601,Personal,643840.25,18.8,60.0,2025-02-08,19,Closed
LN001761,CUST00223,Education,43130.98,8.63,36.0,2025-07-26,0,Active
LN001762,CUST00430,Business,1102605.33,15.83,18.0,2026-04-08,55,Active
LN001763,CUST00887,Home,515158.6,17.35,48.0,2024-09-20,0,Active
LN001764,CUST00567,Personal,899860.8,10.59,60.0,2024-08-12,34,Active
LN001765,CUST00165,Auto,35935.92,11.87,24.0,2026-01-02,0,Active
LN001766,CUST00589,Auto,23815.92,20.8,60.0,2025-01-03,17,Active
LN001767,CUST00830,Personal,261396.65,21.33,60.0,2025-09-09,0,Closed
LN001768,CUST00760,Home,252592.64,10.67,48.0,2025-11-13,0,Active
LN001769,CUST00105,Education,338999.6,19.95,48.0,2024-09-14,0,Active
LN001770,CUST01035,Auto,784713.43,20.14,6.0,2026-04-08,0,Active
LN001771,CUST00102,Home,56849.95,11.49,60.0,2026-03-02,0,Closed
LN001772,CUST00493,Business,24523.9,19.42,48.0,2024-04-24,19,Active
LN001773,CUST00215,Auto,32293.05,16.66,24.0,2024-04-17,42,Active
LN001774,CUST01040,Home,596252.53,12.08,36.0,2026-02-21,51,Active
LN001775,CUST00247,Home,89705.0,9.73,24.0,2025-11-03,0,Active
LN001776,CUST01144,Business,13862.91,14.07,60.0,2024-07-09,0,Closed
LN001777,CUST00465,Personal,763051.18,14.56,24.0,2026-02-07,0,Active
LN001778,CUST00317,Education,89832.01,20.39,48.0,2025-11-06,49,Active
LN001779,CUST01097,Auto,76384.08,15.22,18.0,2025-01-21,0,Active
LN001780,CUST00373,Education,736782.91,10.9,6.0,2024-11-18,0,Active
LN001781,CUST00527,Auto,47622.68,10.34,12.0,2025-08-05,0,Active
LN001782,CUST01199,Education,84694.44,12.89,24.0,2024-03-15,13,Active
LN001783,CUST00041,Home,895429.73,10.44,24.0,2024-03-03,0,Active
LN001784,CUST00747,Personal,12928.75,16.68,12.0,2024-04-26,0,Active
LN001785,CUST00796,Personal,63799.85,9.67,24.0,2026-05-28,0,Active
LN001786,CUST00529,Auto,48983.5,17.39,60.0,2025-08-17,23,Active
LN001787,CUST01110,Auto,162673.43,16.68,6.0,2025-01-02,0,Active
LN001788,CUST00153,Auto,145173.16,16.24,60.0,2025-07-13,0,Active
LN001789,CUST01127,Business,1019797.05,11.7,18.0,2024-06-16,8,Active
LN001790,CUST00635,Personal,38482.23,15.29,6.0,2026-03-01,0,Active
